item_id,expected,anthropic:claude-haiku-4-5.verbalised::status,anthropic:claude-haiku-4-5.verbalised::level,anthropic:claude-haiku-4-5.verbalised::p,anthropic:claude-opus-5.verbalised::status,anthropic:claude-opus-5.verbalised::level,anthropic:claude-opus-5.verbalised::p,anthropic:claude-sonnet-4-5-20250929.verbalised::status,anthropic:claude-sonnet-4-5-20250929.verbalised::level,anthropic:claude-sonnet-4-5-20250929.verbalised::p,anthropic:claude-sonnet-5.verbalised::status,anthropic:claude-sonnet-5.verbalised::level,anthropic:claude-sonnet-5.verbalised::p,local:gemma4-31b-mtplx.verbalised::status,local:gemma4-31b-mtplx.verbalised::level,local:gemma4-31b-mtplx.verbalised::p,local:qwen36-35b-mtplx.verbalised::status,local:qwen36-35b-mtplx.verbalised::level,local:qwen36-35b-mtplx.verbalised::p,local:qwen36-mtplx.verbalised::status,local:qwen36-mtplx.verbalised::level,local:qwen36-mtplx.verbalised::p,openai:gpt-4.1.verbalised::status,openai:gpt-4.1.verbalised::level,openai:gpt-4.1.verbalised::p,openai:gpt-5.4-mini.verbalised::status,openai:gpt-5.4-mini.verbalised::level,openai:gpt-5.4-mini.verbalised::p,openai:gpt-5.5.verbalised::status,openai:gpt-5.5.verbalised::level,openai:gpt-5.5.verbalised::p,typesafe:jev-1.13.0.native::status,typesafe:jev-1.13.0.native::level,typesafe:jev-1.13.0.native::p
bank:42,L4,ok,1,"[0.15, 0.7, 0.1, 0.04, 0.01]",ok,1,"[0.05, 0.55, 0.25, 0.12, 0.03]",ok,1,"[0.15, 0.55, 0.25, 0.04, 0.01]",ok,1,"[0.1, 0.55, 0.25, 0.08, 0.02]",error,,,ok,1,"[0.1, 0.7, 0.15, 0.05, 0.0]",ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",ok,1,"[0.05, 0.8, 0.1, 0.04, 0.01]",ok,1,"[0.08, 0.82, 0.06, 0.03, 0.01]",ok,1,"[0.08, 0.78, 0.1, 0.03, 0.01]",ok,1,"[0.02, 0.91, 0.06, 0.01, 0.0]"
bank:43,L3,ok,3,"[0.05, 0.1, 0.15, 0.65, 0.05]",ok,1,"[0.05, 0.42, 0.3, 0.18, 0.05]",ok,2,"[0.05, 0.25, 0.55, 0.13, 0.02]",ok,3,"[0.03, 0.1, 0.25, 0.45, 0.17]",error,,,ok,3,"[0.05, 0.15, 0.25, 0.45, 0.1]",ok,3,"[0.0, 0.0, 0.0, 0.9, 0.1]",ok,1,"[0.05, 0.8, 0.1, 0.04, 0.01]",ok,1,"[0.12, 0.72, 0.13, 0.02, 0.01]",ok,1,"[0.08, 0.62, 0.22, 0.07, 0.01]",ok,1,"[0.03, 0.89, 0.06, 0.02, 0.0]"
bank:44,L1,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.01, 0.01, 0.02, 0.11, 0.85]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.02, 0.08, 0.9]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.01, 0.05, 0.94]",ok,4,"[0.0, 0.0, 0.0, 0.02, 0.98]",ok,4,"[0.0, 0.0, 0.0, 0.14, 0.86]"
bank:45,L2,ok,2,"[0.05, 0.1, 0.75, 0.08, 0.02]",ok,3,"[0.01, 0.05, 0.14, 0.7, 0.1]",ok,3,"[0.0, 0.0, 0.05, 0.85, 0.1]",ok,3,"[0.02, 0.05, 0.2, 0.55, 0.18]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.1, 0.9]",ok,3,"[0.0, 0.0, 0.0, 0.9, 0.1]",ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.02, 0.03, 0.12, 0.75, 0.08]",ok,3,"[0.01, 0.03, 0.16, 0.75, 0.05]",ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
bank:46,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.97, 0.02, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.99, 0.005, 0.003, 0.001, 0.001]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.96, 0.03, 0.0, 0.0, 0.01]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:47,none,ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.97, 0.01, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.99, 0.005, 0.002, 0.002, 0.001]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.01, 0.0, 0.0, 0.01]",ok,0,"[0.99, 0.005, 0.002, 0.002, 0.001]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:48,none,ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.97, 0.02, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.97, 0.01, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.99, 0.005, 0.003, 0.001, 0.001]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.01, 0.0, 0.0, 0.01]",ok,0,"[0.99, 0.005, 0.002, 0.002, 0.001]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:49,none,ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.97, 0.02, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.92, 0.05, 0.02, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.99, 0.005, 0.003, 0.001, 0.001]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.98, 0.01, 0.0, 0.0, 0.01]",ok,0,"[0.98, 0.01, 0.003, 0.003, 0.004]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:5,L2,ok,3,"[0.02, 0.08, 0.15, 0.7, 0.05]",ok,3,"[0.01, 0.07, 0.27, 0.6, 0.05]",ok,3,"[0.0, 0.0, 0.05, 0.85, 0.1]",ok,3,"[0.02, 0.08, 0.2, 0.6, 0.1]",error,,,ok,2,"[0.05, 0.15, 0.7, 0.05, 0.05]",ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,2,"[0.0, 0.05, 0.9, 0.05, 0.0]",ok,2,"[0.01, 0.08, 0.86, 0.04, 0.01]",ok,2,"[0.01, 0.08, 0.75, 0.14, 0.02]",ok,2,"[0.0, 0.04, 0.54, 0.42, 0.0]"
bank:50,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.97, 0.02, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.92, 0.05, 0.02, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.005, 0.003, 0.001, 0.001]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:51,none,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.7, 0.27, 0.02, 0.005, 0.005]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.92, 0.06, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.93, 0.06, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]"
bank:52,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.94, 0.05, 0.008, 0.001, 0.001]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.93, 0.05, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.015, 0.003, 0.001, 0.001]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:53,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.86, 0.09, 0.03, 0.02, 0.0]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.85, 0.08, 0.04, 0.02, 0.01]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.02, 0.02, 0.01, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.93, 0.02, 0.02, 0.02, 0.01]",ok,0,"[0.96, 0.02, 0.01, 0.005, 0.005]",ok,0,"[0.91, 0.0, 0.0, 0.09, 0.0]"
bank:54,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.9, 0.07, 0.03, 0.0, 0.0]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.85, 0.08, 0.05, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.95, 0.02, 0.02, 0.01, 0.0]",ok,0,"[0.98, 0.01, 0.01, 0.0, 0.0]",ok,0,"[0.97, 0.01, 0.01, 0.0, 0.01]",ok,0,"[0.96, 0.02, 0.01, 0.005, 0.005]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:55,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.9, 0.07, 0.02, 0.005, 0.005]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.92, 0.06, 0.01, 0.005, 0.005]",ok,0,"[0.93, 0.04, 0.02, 0.005, 0.005]",ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]"
bank:56,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.78, 0.12, 0.06, 0.03, 0.01]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.98, 0.01, 0.0, 0.0, 0.01]",ok,0,"[0.9, 0.04, 0.03, 0.02, 0.01]",ok,0,"[0.98, 0.0, 0.02, 0.0, 0.0]"
bank:57,none,ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",ok,0,"[0.62, 0.16, 0.12, 0.06, 0.04]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.93, 0.04, 0.01, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.9, 0.05, 0.03, 0.01, 0.01]",ok,0,"[0.97, 0.02, 0.005, 0.003, 0.002]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.005, 0.003, 0.001, 0.001]",ok,0,"[0.96, 0.01, 0.02, 0.01, 0.0]"
bank:58,none,ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.97, 0.02, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.97, 0.01, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.99, 0.005, 0.003, 0.001, 0.001]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.005, 0.002, 0.002, 0.001]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:59,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.9, 0.09, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.92, 0.06, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.04, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.04, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]"
bank:6,L2,ok,3,"[0.02, 0.08, 0.15, 0.7, 0.05]",ok,3,"[0.02, 0.2, 0.18, 0.55, 0.05]",ok,3,"[0.0, 0.05, 0.15, 0.75, 0.05]",ok,3,"[0.02, 0.1, 0.2, 0.55, 0.13]",error,,,ok,3,"[0.05, 0.1, 0.15, 0.6, 0.1]",ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.05, 0.1, 0.8, 0.05]",ok,3,"[0.01, 0.02, 0.1, 0.87, 0.0]",ok,2,"[0.02, 0.18, 0.5, 0.28, 0.02]",ok,3,"[0.0, 0.01, 0.03, 0.96, 0.0]"
bank:60,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.9, 0.09, 0.006, 0.002, 0.002]",ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.92, 0.06, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[0.94, 0.05, 0.005, 0.003, 0.002]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:61,none,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,1,"[0.35, 0.6, 0.04, 0.005, 0.005]",ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,1,"[0.15, 0.75, 0.08, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.04, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,1,"[0.05, 0.8, 0.1, 0.04, 0.01]",ok,1,"[0.08, 0.84, 0.04, 0.02, 0.02]",ok,0,"[0.82, 0.17, 0.005, 0.003, 0.002]",ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]"
bank:62,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.97, 0.03, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[0.97, 0.02, 0.005, 0.003, 0.002]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:63,none,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,1,"[0.35000000000000003, 0.5800000000000001, 0.05000000000000001, 0.010000000000000002, 0.010000000000000002]",ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.12, 0.02, 0.01, 0.0]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,1,"[0.05, 0.8, 0.1, 0.03, 0.02]",ok,1,"[0.05, 0.9, 0.03, 0.01, 0.01]",ok,1,"[0.35, 0.6, 0.03, 0.01, 0.01]",ok,0,"[0.94, 0.06, 0.0, 0.0, 0.0]"
bank:64,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.9, 0.08, 0.01, 0.005, 0.005]",ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.92, 0.06, 0.01, 0.005, 0.005]",error,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.04, 0.005, 0.003, 0.002]",ok,0,"[0.97, 0.03, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]"
bank:65,none,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.6, 0.33, 0.05, 0.01, 0.01]",ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.95, 0.04, 0.005, 0.003, 0.002]",ok,0,"[0.93, 0.05, 0.01, 0.0, 0.01]",ok,0,"[0.94, 0.05, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
bank:66,L2,ok,3,"[0.01, 0.02, 0.05, 0.9, 0.02]",ok,3,"[0.01, 0.07, 0.12, 0.72, 0.08]",ok,3,"[0.0, 0.0, 0.05, 0.85, 0.1]",ok,3,"[0.02, 0.03, 0.15, 0.65, 0.15]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.05, 0.1, 0.8, 0.05]",ok,3,"[0.01, 0.02, 0.1, 0.84, 0.03]",ok,3,"[0.01, 0.03, 0.12, 0.8, 0.04]",ok,3,"[0.0, 0.0, 0.02, 0.98, 0.0]"
bank:67,L2,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.02, 0.06, 0.1, 0.72, 0.1]",ok,3,"[0.0, 0.0, 0.0, 1.0, 0.0]",ok,3,"[0.02, 0.03, 0.1, 0.7, 0.15]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.0, 0.0, 0.98, 0.02]",ok,3,"[0.0, 0.01, 0.05, 0.92, 0.02]",ok,3,"[0.0, 0.0, 0.02, 0.95, 0.03]",ok,3,"[0.0, 0.0, 0.0, 1.0, 0.0]"
bank:68,L2,ok,3,"[0.01, 0.02, 0.05, 0.92, 0.0]",ok,3,"[0.01, 0.07, 0.17, 0.7, 0.05]",ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.02, 0.03, 0.15, 0.7, 0.1]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.01, 0.04, 0.1, 0.8, 0.05]",ok,3,"[0.01, 0.02, 0.15, 0.82, 0.0]",ok,3,"[0.0, 0.02, 0.08, 0.88, 0.02]",ok,3,"[0.0, 0.0, 0.05, 0.95, 0.0]"
bank:69,L3,ok,3,"[0.02, 0.05, 0.15, 0.75, 0.03]",ok,2,"[0.02, 0.25, 0.63, 0.09, 0.01]",ok,2,"[0.0, 0.15, 0.75, 0.1, 0.0]",ok,2,"[0.05, 0.2, 0.55, 0.15, 0.05]",error,,,ok,2,"[0.05, 0.15, 0.75, 0.04, 0.01]",ok,2,"[0.05, 0.15, 0.7, 0.08, 0.02]",ok,2,"[0.05, 0.15, 0.75, 0.05, 0.0]",ok,2,"[0.05, 0.1, 0.75, 0.08, 0.02]",ok,2,"[0.02, 0.2, 0.68, 0.08, 0.02]",ok,3,"[0.0, 0.03, 0.41, 0.56, 0.0]"
bank:7,L2,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.01, 0.03, 0.09, 0.72, 0.15]",ok,3,"[0.0, 0.0, 0.05, 0.85, 0.1]",ok,3,"[0.0, 0.0, 0.05, 0.75, 0.2]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.05, 0.1, 0.8, 0.05]",ok,3,"[0.001, 0.002, 0.02, 0.97, 0.007]",ok,3,"[0.0, 0.02, 0.08, 0.88, 0.02]",ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
bank:70,L3,ok,2,"[0.05, 0.1, 0.75, 0.08, 0.02]",ok,2,"[0.01, 0.08, 0.82, 0.07, 0.02]",ok,2,"[0.0, 0.05, 0.85, 0.1, 0.0]",ok,2,"[0.02, 0.08, 0.75, 0.12, 0.03]",error,,,ok,2,"[0.05, 0.15, 0.75, 0.04, 0.01]",ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",ok,2,"[0.05, 0.1, 0.8, 0.05, 0.0]",ok,2,"[0.01, 0.06, 0.91, 0.01, 0.01]",ok,2,"[0.02, 0.08, 0.82, 0.07, 0.01]",ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
bank:71,L3,ok,2,"[0.05, 0.1, 0.75, 0.08, 0.02]",ok,2,"[0.01, 0.07, 0.82, 0.07, 0.03]",ok,2,"[0.0, 0.0, 0.95, 0.05, 0.0]",ok,2,"[0.02, 0.05, 0.75, 0.13, 0.05]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.05, 0.05]",ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",ok,2,"[0.01, 0.04, 0.93, 0.01, 0.01]",ok,2,"[0.01, 0.05, 0.9, 0.03, 0.01]",ok,2,"[0.01, 0.04, 0.9, 0.03, 0.02]",ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
bank:72,L3,ok,2,"[0.02, 0.08, 0.85, 0.04, 0.01]",ok,2,"[0.01, 0.04, 0.82, 0.08, 0.05]",ok,2,"[0.0, 0.0, 0.95, 0.05, 0.0]",ok,2,"[0.02, 0.05, 0.75, 0.15, 0.03]",error,,,ok,2,"[0.0, 0.0, 0.95, 0.04, 0.01]",ok,2,"[0.0, 0.0, 0.95, 0.05, 0.0]",ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",ok,2,"[0.01, 0.02, 0.95, 0.01, 0.01]",ok,2,"[0.01, 0.03, 0.93, 0.02, 0.01]",ok,2,"[0.01, 0.0, 0.99, 0.0, 0.0]"
bank:73,L3,ok,2,"[0.05, 0.25, 0.55, 0.12, 0.03]",ok,1,"[0.05, 0.5, 0.28, 0.15, 0.02]",ok,2,"[0.0, 0.15, 0.65, 0.15, 0.05]",ok,2,"[0.05, 0.15, 0.45, 0.3, 0.05]",error,,,ok,3,"[0.05, 0.15, 0.25, 0.45, 0.1]",ok,1,"[0.05, 0.75, 0.15, 0.03, 0.02]",ok,1,"[0.05, 0.8, 0.1, 0.04, 0.01]",ok,1,"[0.05, 0.88, 0.04, 0.02, 0.01]",ok,1,"[0.05, 0.6, 0.3, 0.04, 0.01]",ok,1,"[0.03, 0.93, 0.04, 0.0, 0.0]"
bank:74,L4,ok,1,"[0.15, 0.65, 0.15, 0.05, 0.0]",ok,1,"[0.05, 0.6, 0.25, 0.08, 0.02]",ok,1,"[0.15, 0.65, 0.15, 0.03, 0.02]",ok,1,"[0.15, 0.6, 0.2, 0.04, 0.01]",error,,,ok,1,"[0.1, 0.8, 0.05, 0.03, 0.02]",ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",ok,1,"[0.05, 0.8, 0.1, 0.04, 0.01]",ok,1,"[0.02, 0.94, 0.03, 0.01, 0.0]",ok,1,"[0.08, 0.82, 0.07, 0.02, 0.01]",ok,1,"[0.01, 0.99, 0.0, 0.0, 0.0]"
bank:75,L4,ok,1,"[0.15, 0.75, 0.08, 0.02, 0.0]",ok,1,"[0.06, 0.66, 0.19, 0.07, 0.02]",ok,1,"[0.05, 0.75, 0.15, 0.04, 0.01]",ok,1,"[0.1, 0.55, 0.25, 0.08, 0.02]",error,,,ok,1,"[0.05, 0.85, 0.08, 0.01, 0.01]",ok,1,"[0.1, 0.8, 0.05, 0.04, 0.01]",ok,1,"[0.05, 0.8, 0.1, 0.04, 0.01]",ok,1,"[0.01, 0.93, 0.04, 0.01, 0.01]",ok,1,"[0.08, 0.82, 0.07, 0.02, 0.01]",ok,1,"[0.02, 0.92, 0.05, 0.01, 0.0]"
bank:76,L1,ok,4,"[0.0, 0.0, 0.0, 0.05, 0.95]",ok,4,"[0.01, 0.01, 0.03, 0.15, 0.8]",ok,4,"[0.0, 0.0, 0.0, 0.05, 0.95]",ok,4,"[0.02, 0.02, 0.06, 0.15, 0.75]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.1, 0.9]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.02, 0.12, 0.86]",ok,4,"[0.01, 0.02, 0.04, 0.13, 0.8]",ok,0,"[0.52, 0.01, 0.02, 0.07, 0.38]"
bank:77,L1,ok,2,"[0.02, 0.05, 0.85, 0.07, 0.01]",ok,4,"[0.01, 0.01, 0.05, 0.05, 0.88]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.02, 0.03, 0.1, 0.15, 0.7]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.05, 0.05]",ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.001, 0.001, 0.006, 0.012, 0.98]",ok,4,"[0.0, 0.0, 0.0, 0.02, 0.98]",ok,2,"[0.0, 0.0, 0.59, 0.0, 0.41]"
